taxa	stitle	assembly_accession	domain	phylum	class	order	family	genus	species
CACYYG010000002.1_14	CACYYG010000002.1_14 # 12276 # 13544 # -1 # ID=2_14;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.551	GCA_902778535.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp902778535
WP_146452999.1	WP_146452999.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bythopirellula polymerisocia]	GCF_007860015.1	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Bythopirellula	Bythopirellula polymerisocia
AGB79535.1	AGB79535.1 NADH:ubiquinone oxidoreductase, Na(+)-translocating, F subunit [Enterobacteriaceae bacterium strain FGI 57]	GCA_000330845.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudocitrobacter	Pseudocitrobacter sp000330845
MAQ90601.1	MAQ90601.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Rhodopirellula sp.]	GCA_002701385.1	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	UBA721	UBA721 sp002701385
CACLBJ010000006.1_2	CACLBJ010000006.1_2 # 648 # 1868 # 1 # ID=6_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.350	GCA_902605165.1	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86	D2472	CACNXK01	CACNXK01 sp902605165
MBK5196136.1	MBK5196136.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Proteiniphilum sp.]	GCA_016649795.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	Proteiniphilum sp016649795
WP_127377301.1	WP_127377301.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Morganella morganii]	GCF_003996855.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Morganella	Morganella morganii_C
WP_036128392.1	WP_036128392.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Marinobacter nitratireducens]	GCF_000708045.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter nitratireducens
WP_191594953.1	WP_191594953.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Marinomonas colpomeniae]	GCF_014803385.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinomonadaceae	Marinomonas	Marinomonas colpomeniae
ONDM01000006.1_101	ONDM01000006.1_101 # 109888 # 111162 # 1 # ID=6_101;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=13bp;gc_cont=0.409	GCA_900316585.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4293	UBA4293 sp900316585
DEKQ01000012.1_7	DEKQ01000012.1_7 # 8136 # 9410 # 1 # ID=105_7;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=7bp;gc_cont=0.536	GCA_002353975.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002353975
CADBQP010000037.1_61	CADBQP010000037.1_61 # 80760 # 82034 # 1 # ID=37_61;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=14bp;gc_cont=0.523	GCA_902796835.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp902796835
WP_005997690.1	WP_005997690.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Desulfuromonas acetoxidans]	GCF_000167355.1	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas acetoxidans
WP_124210899.1	WP_124210899.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Vespertiliibacter pulmonis]	GCF_013377275.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Vespertiliibacter	Vespertiliibacter pulmonis
MBR30967.1	MBR30967.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Spirochaetaceae bacterium]	GCA_002729885.1	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptonemataceae	UBA3465	UBA3465 sp002729885
MBQ4507769.1	MBQ4507769.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Paludibacteraceae bacterium]	GCA_017417025.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16 sp017417025
WP_007243031.1	WP_007243031.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Haemophilus pittmaniae]	GCF_900186995.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D	Haemophilus_D pittmaniae
WP_007524820.1	WP_007524820.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Haemophilus sputorum]	GCF_000238795.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_A	Haemophilus_A sputorum
TDI85431.1	TDI85431.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Caldithrix sp.]	GCA_004357015.1	Bacteria	KSB1	UBA2214	CR04bin15	CR04bin15	CR04bin15	CR04bin15 sp004357015
NLV48907.1	NLV48907.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Clostridiaceae bacterium]	GCA_012729935.1	Bacteria	Firmicutes_A	Clostridia	Saccharofermentanales	UBA5734	JAAYBY01	JAAYBY01 sp012729935
SKFS01000046.1_1	SKFS01000046.1_1 # 175 # 1269 # -1 # ID=30_1;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.389	GCA_007117885.1	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	CSBR16-104	CSBR16-104 sp007117885
MBD5348334.1	MBD5348334.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroides sp.]	GCA_014802335.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	CAG-485 sp014802335
WFTM01000315.1_7	WFTM01000315.1_7 # 7739 # 8974 # 1 # ID=315_7;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.552	GCA_015485525.1	Bacteria	KSB1	UBA2214	DRLW01	DRLW01	DRLW01	DRLW01 sp015485525
CAJMPC010000079.1_6	CAJMPC010000079.1_6 # 5008 # 6243 # 1 # ID=79_6;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.396	GCA_905215245.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D	Haemophilus_D sp905215245
MBD5270147.1	MBD5270147.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroides sp.]	GCA_014801225.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	CAG-485 sp014801225
CDE08562.1	CDE08562.1 na+-translocating NADH-quinone reductase subunit F [Prevotella sp. CAG:485]	GCA_000437495.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	CAG-485 sp000437495
MBP5770888.1	MBP5770888.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidaceae bacterium]	GCA_017965425.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4372	UBA4372 sp017965425
SFTJ01000035.1_28	SFTJ01000035.1_28 # 35618 # 36904 # 1 # ID=141_28;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=11bp;gc_cont=0.524	GCA_004563195.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	SFTJ01	SFTJ01 sp004563195
CAAEWY010000049.1_35	CAAEWY010000049.1_35 # 42144 # 43430 # -1 # ID=49_35;partial=00;start_type=ATG;rbs_motif=AACAA;rbs_spacer=11bp;gc_cont=0.583	GCA_900759895.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	UBA7173 sp900759895
MBN1624248.1	MBN1624248.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Clostridia bacterium]	GCA_016929655.1	Bacteria	Firmicutes_A	Clostridia	DUPQ01	DUPQ01	JAFGQE01	JAFGQE01 sp016929655
PKN74669.1	PKN74669.1 oxidoreductase [Candidatus Cloacimonetes bacterium HGW-Cloacimonetes-2]	GCA_002842035.1	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	PHBP01	PHBP01 sp002842035
NOX86505.1	NOX86505.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Chlorobi bacterium]	GCA_013151505.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	F082	JAADID01	JAADID01 sp013151505
MBR3871498.1	MBR3871498.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Paludibacteraceae bacterium]	GCA_017517845.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Enterocola	Enterocola sp017517845
ONEZ01000001.1_118	ONEZ01000001.1_118 # 148761 # 150053 # -1 # ID=14_118;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=12bp;gc_cont=0.464	GCA_900316995.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Enterocola	Enterocola sp900316995
DDTF01000050.1_11	DDTF01000050.1_11 # 14921 # 16213 # -1 # ID=46_11;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;gc_cont=0.425	GCA_002345965.1	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	ELB16-189	ELB16-189 sp002345965
HHT08669.1	HHT08669.1 TPA: 2Fe-2S iron-sulfur cluster binding domain-containing protein [Clostridiales bacterium]	GCA_012837525.1	Bacteria	Firmicutes_A	Clostridia	Christensenellales	CAG-74	DTU024	DTU024 sp012837525
HEB32116.1	HEB32116.1 MAG TPA: 2Fe-2S iron-sulfur cluster binding domain-containing protein [Spirochaetes bacterium]	GCA_011049595.1	Bacteria	Spirochaetota	B62-G9	B62-G9	B62-G9	DRHN01	DRHN01 sp011049595
HEB30245.1	HEB30245.1 MAG TPA: 2Fe-2S iron-sulfur cluster binding domain-containing protein [Spirochaetes bacterium]	GCA_011049595.1	Bacteria	Spirochaetota	B62-G9	B62-G9	B62-G9	DRHN01	DRHN01 sp011049595
JAGYLU010000030.1_5	JAGYLU010000030.1_5 # 2284 # 3387 # 1 # ID=164_5;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.495	GCA_018400755.1	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	RECG01	RECG01 sp018400755
PKDW01000151.1_5	PKDW01000151.1_5 # 4997 # 6292 # -1 # ID=116_5;partial=00;start_type=ATG;rbs_motif=TTT;rbs_spacer=8bp;gc_cont=0.563	GCA_002863145.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA11663	UBA11663 sp002863145
DLQO01000045.1_54	DLQO01000045.1_54 # 58137 # 59432 # 1 # ID=42_54;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=9bp;gc_cont=0.404	GCA_002478765.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UBA7430	UBA7430	UBA7430 sp002478765
CAJTPZ010000005.1_77	CAJTPZ010000005.1_77 # 82309 # 83607 # 1 # ID=5_77;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=11bp;gc_cont=0.510	GCA_910578395.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	UBA7173 sp910578395
CAJUKU010000019.1_19	CAJUKU010000019.1_19 # 22960 # 24258 # -1 # ID=19_19;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=11bp;gc_cont=0.538	GCA_910587425.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Paramuribaculum sp910587425
MBQ0112953.1	MBQ0112953.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidales bacterium]	GCA_018065645.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P3	Phil12	Phil12 sp018065645
DIWB01000066.1_5	DIWB01000066.1_5 # 6248 # 7501 # -1 # ID=54_5;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.464	GCA_002428385.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	LD21	LD21 sp002428385
DAAJ01000086.1_27	DAAJ01000086.1_27 # 27061 # 28365 # -1 # ID=25_27;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;gc_cont=0.488	GCA_001701115.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Paramuribaculum sp001701115
CAJTSK010000007.1_68	CAJTSK010000007.1_68 # 77036 # 78340 # -1 # ID=7_68;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=15bp;gc_cont=0.500	GCA_910578835.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum sp910578835
WP_121957645.1	WP_121957645.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Petrotoga sp. 9PWA.NaAc.5.4]	GCF_002895485.1	Bacteria	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	AZRK01	AZRK01 sp002895485
WP_020587314.1	WP_020587314.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Desulfobacter curvatus]	GCF_000373985.1	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter	Desulfobacter curvatus
CADAKX010000003.1_48	CADAKX010000003.1_48 # 47764 # 48972 # 1 # ID=3_48;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.513	GCA_902788605.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp902788605
WP_045080733.1	WP_045080733.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Aequorivita vladivostokensis]	GCF_000952855.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aequorivita	Aequorivita vladivostokensis
WP_091819229.1	WP_091819229.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Prevotella sp. BP1-148]	GCF_900100635.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900100635
WP_004337507.1	WP_004337507.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Prevotella bivia]	GCF_000262545.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella bivia
MBR5469752.1	MBR5469752.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Paludibacteraceae bacterium]	GCA_017547145.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RGIG9608	RGIG9608 sp017547145
WP_211794725.1	WP_211794725.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Prevotella melaninogenica]	GCF_018127965.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella melaninogenica_B
WP_007576039.1	WP_007576039.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Prevotella multisaccharivorax]	GCF_000218235.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella multisaccharivorax
WP_107621620.1	WP_107621620.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Prevotella sp. oral taxon 376]	GCF_003043945.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp003043945
WP_089365967.1	WP_089365967.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Prevotella jejuni]	GCF_900187995.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella jejuni
WP_025839451.1	WP_025839451.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Prevotella scopos]	GCF_018127785.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella scopos
WP_036884836.1	WP_036884836.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Porphyromonas gingivicanis]	GCF_000614585.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivicanis
WP_022383421.1	WP_022383421.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroides sp. Marseille-P3684]	GCF_900291465.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola_A	Phocaeicola_A sp900291465
NCC10248.1	NCC10248.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidia bacterium]	GCA_009929715.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp009929715
MBE6269437.1	MBE6269437.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Prevotella ruminicola]	GCA_015060625.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella ruminicola_D
CADBBP010000039.1_8	CADBBP010000039.1_8 # 7879 # 9144 # -1 # ID=39_8;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=13bp;gc_cont=0.534	GCA_902792855.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp902792855
HAN99738.1	HAN99738.1 TPA: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Planctomycetaceae bacterium]	GCA_003455945.1	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	UBA11682	UBA11682 sp003455945
NLZ51199.1	NLZ51199.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Rikenellaceae bacterium]	GCA_012800665.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp012800665
KXB40308.1	KXB40308.1 NADH:ubiquinone oxidoreductase, F subunit [Bacteroidales bacterium KA00344]	GCA_001552765.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp001552765
DJQL01000147.1_5	DJQL01000147.1_5 # 2548 # 3816 # 1 # ID=145_5;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=15bp;gc_cont=0.514	GCA_002437565.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002437565
CAJOFE010000034.1_35	CAJOFE010000034.1_35 # 35951 # 37219 # -1 # ID=34_35;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=13bp;gc_cont=0.537	GCA_905233825.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp905233825
DDWO01000023.1_8	DDWO01000023.1_8 # 5471 # 6553 # 1 # ID=23_8;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.361	GCA_002345705.1	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	UBA2284	UBA2284 sp002345705
WP_094945703.1	WP_094945703.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Actinobacillus seminis]	GCF_002263215.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Actinobacillus_B	Actinobacillus_B seminis
WP_064552969.1	WP_064552969.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Buttiauxella noackiae]	GCF_001654865.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	Buttiauxella noackiae
WP_047347353.1	WP_047347353.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Enterobacter genomosp. O]	GCF_001022965.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae_L
WP_039032089.1	WP_039032089.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Leclercia]	GCF_006171285.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia adecarboxylata_A
MBQ2402307.1	MBQ2402307.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Prevotella sp.]	GCA_017424205.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp017424205
CAAFRW010000319.1_6	CAAFRW010000319.1_6 # 4193 # 5464 # 1 # ID=319_6;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=15bp;gc_cont=0.443	GCA_900765575.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola_A	Phocaeicola_A sp900765575
WP_027177799.1	WP_027177799.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Maridesulfovibrio bastinii]	GCF_000429985.1	Bacteria	Desulfobacterota_I	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio	Maridesulfovibrio bastinii
WP_092000286.1	WP_092000286.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Marinobacter pelagius]	GCF_900114925.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter pelagius
WP_113873787.1	WP_113873787.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Marinomonas aquiplantarum]	GCF_003314975.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinomonadaceae	Marinomonas	Marinomonas aquiplantarum
WP_006657397.1	WP_006657397.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Providencia alcalifaciens]	GCF_000173415.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Providencia	Providencia alcalifaciens
WP_092057614.1	WP_092057614.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Desulfuromonas acetexigens]	GCF_900111775.1	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Trichloromonadaceae	Trichloromonas	Trichloromonas acetexigens
DBOG01000079.1_26	DBOG01000079.1_26 # 26055 # 27278 # 1 # ID=60_26;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.453	GCA_002299915.1	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	UBA652	UBA652 sp002299915
CACOUL010000007.1_54	CACOUL010000007.1_54 # 63597 # 64820 # 1 # ID=7_54;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.514	GCA_902630355.1	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA7805	UBA7805	UBA7805 sp902630355
CAJUHF010000023.1_12	CAJUHF010000023.1_12 # 11186 # 12460 # 1 # ID=23_12;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=15bp;gc_cont=0.469	GCA_910585845.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp910585845
DIUT01000063.1_21	DIUT01000063.1_21 # 21248 # 22474 # 1 # ID=11_21;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.578	GCA_002423105.1	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Pseudopelobacteraceae	Trichlorobacter	Trichlorobacter sp002423105
VCNC01000003.1_442	VCNC01000003.1_442 # 521298 # 522524 # -1 # ID=5_442;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.477	GCA_006210265.1	Bacteria	Desulfobacterota_I	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio	Maridesulfovibrio sp006210265
CAJUDC010000020.1_3	CAJUDC010000020.1_3 # 2858 # 4135 # -1 # ID=20_3;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=10bp;gc_cont=0.498	GCA_910584955.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	Paraprevotella sp910584955
WP_049362635.1	WP_049362635.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Haemophilus]	GCF_001815355.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D	Haemophilus_D sp001815355
WP_144297945.1	WP_144297945.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Psychrobacter]	GCF_016107575.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter faecalis
QDT35858.1	QDT35858.1 Na(+)-translocating NADH-quinone reductase subunit F [Planctomycetes bacterium Pan189]	GCA_007744515.1	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Calycomorphotria	Calycomorphotria sp007744515
PID59682.1	PID59682.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Ignavibacteriae bacterium]	GCA_002746605.1	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	GCA-2746605	GCA-2746605 sp002746605
MBF1239432.1	MBF1239432.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Haemophilus sp.]	GCA_015255025.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D	Haemophilus_D sp015255025
